Index,Height(Inches),,Weight(Pounds),,,,
7725,66.46271,168.8152834,125.962,,,,
7726,69.61949,176.8335046,138.3373,,,,
7727,70.151,178.18354,144.0366,,,,
7728,68.00747,172.7389738,137.1058,,,,
7729,68.85235,174.884969,130.6387,,,,
7730,70.34804,178.6840216,124.7815,,,,
7731,65.0196,165.149784,134.4502,,,,
7732,67.58782,171.6730628,132.8462,,,,
7733,67.96341,172.6270614,135.425,,,,
7734,64.23356,163.1532424,124.1334,,,,
7735,71.82677,182.4399958,143.9272,,,,
7736,68.40776,173.7557104,124.9954,,,,
7737,72.92705,185.234707,155.452,,,,
7738,68.2634,173.389036,124.8133,,,,
7739,71.32032,181.1536128,128.3211,,,,
7740,69.04566,175.3759764,142.9052,,,,
7741,65.18871,165.5793234,115.9,,,,
7742,66.94576,170.0422304,121.9962,,,,
7743,69.21635,175.809529,136.23,,,,
7744,65.53434,166.4572236,120.8577,,,,
7745,64.91416,164.8819664,107.684,,,,
7746,66.40921,168.6793934,104.361,,,,
7747,66.51021,168.9359334,130.011,,,,
7748,68.98924,175.2326696,127.6238,,,,
7749,70.39002,178.7906508,142.0184,,,,
7750,67.27302,170.8734708,134.5354,,,,
7751,68.27392,173.4157568,124.1453,,,,
7752,66.13665,167.987091,125.066,,,,
7753,69.8415,177.39741,138.2726,,,,
7754,69.24298,175.8771692,125.4025,,,,
7755,69.49259,176.5111786,107.8487,,,,
7756,68.01659,172.7621386,138.7248,,,,
7757,67.14071,170.5374034,126.4965,,,,
7758,67.32799,171.0130946,122.5994,,,,
7759,67.22067,170.7405018,117.1647,,,,
7760,67.2075,170.70705,122.9325,,,,
7761,71.22072,180.9006288,133.3385,,,,
7762,62.61388,159.0392552,127.7046,,,,
7763,66.05642,167.7833068,112.4733,,,,
7764,68.6259,174.309786,111.0985,,,,
7765,66.42125,168.709975,128.5118,,,,
7766,67.66226,171.8621404,122.9677,,,,
7767,67.87257,172.3963278,125.7629,,,,
7768,69.43314,176.3601756,142.9565,,,,
7769,66.91873,169.9735742,108.1239,,,,
7770,67.0773,170.376342,131.3885,,,,
7771,66.38627,168.6211258,123.3667,,,,
7772,66.88154,169.8791116,118.5143,,,,
7773,70.13999,178.1555746,135.2062,,,,
7774,65.0467,165.218618,129.3282,,,,
7775,67.94255,172.574077,147.0635,,,,
7776,65.69521,166.8658334,126.7902,,,,
7777,65.69631,166.8686274,123.84,,,,
7778,68.06505,172.885227,118.6554,,,,
7779,65.57689,166.5653006,127.0804,,,,
7780,69.51367,176.5647218,137.4305,,,,
7781,68.01036,172.7463144,132.4546,,,,
7782,65.97185,167.568499,113.2777,,,,
7783,68.50408,174.0003632,117.6372,,,,
7784,68.6578,174.390812,125.8654,,,,
7785,64.90631,164.8620274,128.857,,,,
7786,66.86878,169.8467012,121.5519,,,,
7787,67.45601,171.3382654,101.7983,,,,
7788,70.57507,179.2606778,136.4959,,,,
7789,65.50493,166.3825222,113.2549,,,,
7790,68.03809,172.8167486,139.6333,,,,
7791,70.44638,178.9338052,132.7411,,,,
7792,66.83931,169.7718474,111.3947,,,,
7793,66.38356,168.6142424,102.0057,,,,
7794,68.33698,173.5759292,124.0644,,,,
7795,69.41356,176.3104424,137.8685,,,,
7796,67.82728,172.2812912,134.7202,,,,
7797,69.1966,175.759364,139.0328,,,,
7798,66.58126,169.1164004,118.1128,,,,
7799,65.86804,167.3048216,132.2918,,,,
7800,67.92387,172.5266298,127.8828,,,,
7801,67.65969,171.8556126,114.3964,,,,
7802,69.00849,175.2815646,135.8661,,,,
7803,68.02905,172.793787,110.9974,,,,
7804,67.90776,172.4857104,113.0832,,,,
7805,67.89813,172.4612502,102.687,,,,
7806,70.78714,179.7993356,159.3967,,,,
7807,66.32968,168.4773872,129.7132,,,,
7808,71.20406,180.8583124,141.4122,,,,
7809,67.87705,172.407707,129.9013,,,,
7810,65.94546,167.5014684,116.2096,,,,
7811,69.87679,177.4870466,126.6121,,,,
7812,65.79065,167.108251,114.8391,,,,
7813,70.22362,178.3679948,130.9476,,,,
7814,68.85931,174.9026474,117.224,,,,
7815,67.99466,172.7064364,128.0368,,,,
7816,67.08757,170.4024278,129.2199,,,,
7817,68.85889,174.9015806,124.9153,,,,
7818,66.06887,167.8149298,119.7681,,,,
7819,70.41331,178.8498074,137.758,,,,
7820,68.26431,173.3913474,124.0211,,,,
7821,70.00963,177.8244602,125.9789,,,,
7822,65.69038,166.8535652,125.507,,,,
7823,70.94803,180.2079962,118.2146,,,,
7824,70.40454,178.8275316,152.6344,,,,
7825,67.93137,172.5456798,124.0016,,,,
7826,67.24148,170.7933592,130.8507,,,,
7827,67.43967,171.2967618,132.5789,,,,
7828,67.97769,172.6633326,137.5606,,,,
7829,69.69329,177.0209566,134.532,,,,
7830,68.88,174.9552,120.9022,,,,
7831,66.22857,168.2205678,117.7639,,,,
7832,64.74463,164.4513602,113.2767,,,,
7833,71.14304,180.7033216,147.1355,,,,
7834,65.97479,167.5759666,113.5152,,,,
7835,69.43298,176.3597692,159.7844,,,,
7836,65.39464,166.1023856,125.1913,,,,
7837,68.47642,173.9301068,127.5662,,,,
7838,67.68893,171.9298822,125.6505,,,,
7839,69.77827,177.2368058,118.6649,,,,
7840,73.85521,187.5922334,136.0667,,,,
7841,68.65677,174.3881958,122.8314,,,,
7842,68.88401,174.9653854,133.0347,,,,
7843,66.74014,169.5199556,136.451,,,,
7844,68.04482,172.8338428,126.3811,,,,
7845,64.85449,164.7304046,114.2042,,,,
7846,67.03991,170.2813714,120.3379,,,,
7847,65.56486,166.5347444,119.8795,,,,
7848,68.13322,173.0583788,134.1961,,,,
7849,65.6523,166.756842,125.6206,,,,
7850,72.22353,183.4477662,138.8165,,,,
7851,67.93045,172.543343,126.3497,,,,
7852,70.43116,178.8951464,135.7442,,,,
7853,68.08474,172.9352396,138.0519,,,,
7854,69.8667,177.461418,126.1461,,,,
7855,68.70872,174.5201488,120.9616,,,,
7856,68.58329,174.2015566,139.8337,,,,
7857,66.67676,169.3589704,122.2411,,,,
7858,69.96239,177.7044706,129.7149,,,,
7859,66.29991,168.4017714,137.1631,,,,
7860,65.76482,167.0426428,104.5086,,,,
7861,69.11191,175.5442514,135.7377,,,,
7862,66.87869,169.8718726,111.5493,,,,
7863,67.36932,171.1180728,147.7067,,,,
7864,69.93728,177.6406912,150.4786,,,,
7865,69.81301,177.3250454,133.0872,,,,
7866,66.56086,169.0645844,140.7383,,,,
7867,70.95923,180.2364442,130.441,,,,
7868,69.19946,175.7666284,127.5606,,,,
7869,70.28687,178.5286498,133.9221,,,,
7870,69.97118,177.7267972,145.462,,,,
7871,69.9306,177.623724,133.8265,,,,
7872,67.23945,170.788203,126.2885,,,,
7873,67.2735,170.87469,117.1077,,,,
7874,66.48165,168.863391,128.5263,,,,
7875,68.44572,173.8521288,120.2431,,,,
7876,66.89716,169.9187864,114.7654,,,,
7877,65.29685,165.853999,132.424,,,,
7878,69.06524,175.4257096,132.1972,,,,
7879,68.02311,172.7786994,135.255,,,,
7880,70.02667,177.8677418,113.9045,,,,
7881,65.82948,167.2068792,117.297,,,,
7882,70.21039,178.3343906,150.618,,,,
7883,68.55081,174.1190574,143.2179,,,,
7884,66.17612,168.0873448,132.1823,,,,
7885,67.36138,171.0979052,134.9196,,,,
7886,69.98058,177.7506732,122.1659,,,,
7887,65.49847,166.3661138,122.904,,,,
7888,67.22664,170.7556656,108.7074,,,,
7889,67.28114,170.8940956,132.6449,,,,
7890,66.27424,168.3365696,121.0436,,,,
7891,67.20346,170.6967884,117.715,,,,
7892,69.96933,177.7220982,133.341,,,,
7893,70.33173,178.6425942,138.2921,,,,
7894,67.60168,171.7082672,130.4579,,,,
7895,70.12592,178.1198368,117.4415,,,,
7896,65.79449,167.1180046,107.1855,,,,
7897,67.9113,172.494702,128.3023,,,,
7898,66.60677,169.1811958,114.237,,,,
7899,66.36069,168.5561526,116.3676,,,,
7900,69.37216,176.2052864,124.5841,,,,
7901,69.08983,175.4881682,131.53,,,,
7902,68.03826,172.8171804,137.6548,,,,
7903,66.72346,169.4775884,127.1615,,,,
7904,65.5982,166.619428,110.4732,,,,
7905,66.56595,169.077513,125.4882,,,,
7906,68.54091,174.0939114,124.8483,,,,
7907,71.80497,182.3846238,136.4508,,,,
7908,69.41584,176.3162336,123.6033,,,,
7909,67.91457,172.5030078,126.7841,,,,
7910,66.63057,169.2416478,141.1367,,,,
7911,70.00844,177.8214376,127.3606,,,,
7912,67.21345,170.722163,134.9724,,,,
7913,69.9974,177.793396,135.8397,,,,
7914,70.44321,178.9257534,142.7681,,,,
7915,69.99219,177.7801626,126.5143,,,,
7916,71.11277,180.6264358,131.7103,,,,
7917,68.42954,173.8110316,126.6811,,,,
7918,71.73402,182.2044108,122.6931,,,,
7919,68.25089,173.3572606,134.2315,,,,
7920,72.13361,183.2193694,120.9306,,,,
7921,69.0911,175.491394,132.2909,,,,
7922,66.02501,167.7035254,132.287,,,,
7923,65.3813,166.068502,126.1785,,,,
7924,67.27872,170.8879488,118.2022,,,,
7925,68.98874,175.2313996,126.4329,,,,
7926,68.9963,175.250602,120.3791,,,,
7927,66.75512,169.5580048,103.6353,,,,
7928,66.09072,167.8704288,112.3691,,,,
7929,68.70395,174.508033,119.6693,,,,
7930,64.72417,164.3993918,106.3895,,,,
7931,69.53108,176.6089432,120.2067,,,,
7932,71.32029,181.1535366,156.5971,,,,
7933,69.25388,175.9048552,132.4808,,,,
7934,70.01373,177.8348742,132.0505,,,,
7935,72.0594,183.030876,148.9722,,,,
7936,68.49943,173.9885522,128.9143,,,,
7937,67.20711,170.7060594,109.9494,,,,
7938,67.4277,171.266358,121.8319,,,,
7939,67.38905,171.168187,136.4146,,,,
7940,68.81456,174.7889824,154.4947,,,,
7941,65.56306,166.5301724,116.8189,,,,
7942,68.86564,174.9187256,123.4374,,,,
7943,67.63208,171.7854832,128.5252,,,,
7944,63.64527,161.6589858,114.5546,,,,
7945,69.12102,175.5673908,142.8329,,,,
7946,70.19208,178.2878832,124.5284,,,,
7947,68.62725,174.313215,109.5514,,,,
7948,68.58176,174.1976704,137.4034,,,,
7949,66.78338,169.6297852,119.4607,,,,
7950,67.68417,171.9177918,122.7447,,,,
7951,68.79943,174.7505522,143.4836,,,,
7952,66.72578,169.4834812,116.2868,,,,
7953,67.68983,171.9321682,120.3912,,,,
7954,67.24673,170.8066942,117.8198,,,,
7955,70.80139,179.8355306,131.9536,,,,
7956,69.81422,177.3281188,128.8624,,,,
7957,67.41926,171.2449204,118.315,,,,
7958,68.10832,172.9951328,140.7132,,,,
7959,69.52176,176.5852704,138.7414,,,,
7960,66.44673,168.7746942,123.6693,,,,
7961,66.50938,168.9338252,104.0396,,,,
7962,68.27624,173.4216496,122.9904,,,,
7963,67.51054,171.4767716,131.6367,,,,
7964,68.2331,173.312074,122.1745,,,,
7965,69.20004,175.7681016,128.2344,,,,
7966,68.22569,173.2932526,135.757,,,,
7967,69.67618,176.9774972,116.2938,,,,
7968,69.15372,175.6504488,134.0076,,,,
7969,67.44681,171.3148974,127.5092,,,,
7970,71.4192,181.404768,145.7932,,,,
7971,66.01984,167.6903936,141.9976,,,,
7972,67.5773,171.646342,127.9425,,,,
7973,64.49893,163.8272822,140.2004,,,,
7974,70.19674,178.2997196,126.914,,,,
7975,67.51149,171.4791846,123.7364,,,,
7976,66.75836,169.5662344,119.0958,,,,
7977,66.36645,168.570783,132.4222,,,,
7978,65.96947,167.5624538,126.7739,,,,
7979,67.47588,171.3887352,138.5358,,,,
7980,65.8521,167.264334,115.0837,,,,
7981,67.1238,170.494452,122.7868,,,,
7982,69.1103,175.540162,138.6654,,,,
7983,64.77536,164.5294144,113.5556,,,,
7984,68.77562,174.6900748,126.086,,,,
7985,69.56475,176.694465,128.952,,,,
7986,66.86676,169.8415704,137.0564,,,,
7987,67.45183,171.3276482,142.6514,,,,
7988,66.7056,169.432224,127.0386,,,,
7989,69.45967,176.4275618,130.8347,,,,
7990,67.83848,172.3097392,120.0967,,,,
7991,67.65053,171.8323462,137.3509,,,,
7992,69.02638,175.3270052,135.0166,,,,
7993,68.05329,172.8553566,125.4398,,,,
7994,65.0137,165.134798,113.7752,,,,
7995,67.74935,172.083349,128.7894,,,,
7996,67.3018,170.946572,110.3175,,,,
7997,69.57329,176.7161566,169.1268,,,,
7998,66.46916,168.8316664,127.2647,,,,
7999,67.37618,171.1354972,121.7823,,,,
8000,66.03128,167.7194512,123.2914,,,,
8001,67.88652,172.4317608,126.5258,,,,
8002,66.60311,169.1718994,124.1856,,,,
8003,67.72857,172.0305678,119.5459,,,,
8004,66.20895,168.170733,125.1912,,,,
8005,69.24463,175.8813602,126.2716,,,,
8006,68.69724,174.4909896,110.894,,,,
8007,66.70205,169.423207,120.3019,,,,
8008,71.16914,180.7696156,135.0369,,,,
8009,65.43614,166.2077956,152.6168,,,,
8010,67.25401,170.8251854,130.5463,,,,
8011,68.05015,172.847381,123.7466,,,,
8012,70.48365,179.028471,134.9316,,,,
8013,69.03379,175.3458266,129.6641,,,,
8014,65.4187,166.163498,118.1433,,,,
8015,68.94762,175.1269548,136.9932,,,,
8016,68.75178,174.6295212,107.7319,,,,
8017,69.54295,176.639093,135.5159,,,,
8018,66.34532,168.5171128,123.7345,,,,
8019,69.9271,177.614834,146.4336,,,,
8020,66.65813,169.3116502,127.9335,,,,
8021,68.55262,174.1236548,123.4302,,,,
8022,65.96412,167.5488648,122.5101,,,,
8023,69.48892,176.5018568,119.1983,,,,
8024,66.3432,168.511728,137.1607,,,,
8025,68.28599,173.4464146,123.3591,,,,
8026,68.39674,173.7277196,126.1915,,,,
8027,65.75868,167.0270472,111.5519,,,,
8028,68.36155,173.638337,133.9494,,,,
8029,69.21078,175.7953812,134.4253,,,,
8030,67.22096,170.7412384,114.8024,,,,
8031,68.65998,174.3963492,124.7691,,,,
8032,68.44603,173.8529162,110.3778,,,,
8033,70.35705,178.706907,125.9397,,,,
8034,71.52468,181.6726872,137.9496,,,,
8035,67.94061,172.5691494,141.0108,,,,
8036,70.04339,177.9102106,127.3467,,,,
8037,64.54078,163.9335812,130.1828,,,,
8038,66.18181,168.1017974,127.6085,,,,
8039,68.11241,173.0055214,124.1533,,,,
8040,69.5091,176.553114,151.7634,,,,
8041,71.46618,181.5240972,135.5982,,,,
8042,67.79009,172.1868286,131.2158,,,,
8043,64.8491,164.716714,121.2608,,,,
8044,66.50511,168.9229794,137.4995,,,,
8045,70.0677,177.971958,144.6209,,,,
8046,69.80295,177.299493,116.8405,,,,
8047,70.14185,178.160299,131.8359,,,,
8048,67.22436,170.7498744,133.605,,,,
8049,71.97836,182.8250344,138.1052,,,,
8050,69.32003,176.0728762,136.5839,,,,
8051,67.41409,171.2317886,123.8328,,,,
8052,68.08026,172.9238604,131.0779,,,,
8053,68.13257,173.0567278,136.8494,,,,
8054,70.37547,178.7536938,130.5691,,,,
8055,70.31686,178.6048244,132.9542,,,,
8056,65.5543,166.507922,121.2351,,,,
8057,64.65127,164.2142258,118.3996,,,,
8058,69.73363,177.1234202,122.1652,,,,
8059,67.69405,171.942887,121.728,,,,
8060,70.20483,178.3202682,118.4049,,,,
8061,64.46691,163.7459514,120.621,,,,
8062,69.64553,176.8996462,134.4838,,,,
8063,69.29407,176.0069378,131.2404,,,,
8064,68.98608,175.2246432,121.228,,,,
8065,67.32147,170.9965338,110.6602,,,,
8066,69.65674,176.9281196,134.4204,,,,
8067,69.91295,177.578893,148.5606,,,,
8068,70.938,180.18252,129.7384,,,,
8069,68.91523,175.0446842,109.4881,,,,
8070,68.55359,174.1261186,131.1947,,,,
8071,66.76524,169.5837096,121.931,,,,
8072,70.89744,180.0794976,138.8549,,,,
8073,73.09657,185.6652878,134.9595,,,,
8074,69.22647,175.8352338,145.0718,,,,
8075,63.65093,161.6733622,116.5654,,,,
8076,66.46411,168.8188394,129.734,,,,
8077,68.35474,173.6210396,123.7944,,,,
8078,67.57134,171.6312036,124.2097,,,,
8079,66.83183,169.7528482,135.5006,,,,
8080,69.62922,176.8582188,143.0166,,,,
8081,68.05903,172.8699362,126.0365,,,,
8082,67.54296,171.5591184,134.5517,,,,
8083,69.303,176.02962,116.7611,,,,
8084,67.38937,171.1689998,128.9351,,,,
8085,71.45669,181.4999926,134.6404,,,,
8086,68.49029,173.9653366,128.3649,,,,
8087,65.84126,167.2368004,125.7087,,,,
8088,69.25123,175.8981242,133.4489,,,,
8089,64.51431,163.8663474,103.0865,,,,
8090,67.82414,172.2733156,127.065,,,,
8091,65.84897,167.2563838,118.2251,,,,
8092,70.67116,179.5047464,122.6757,,,,
8093,67.11351,170.4683154,124.6458,,,,
8094,67.59487,171.6909698,138.5996,,,,
8095,66.33295,168.485693,116.4343,,,,
8096,69.89298,177.5281692,140.0236,,,,
8097,66.38557,168.6193478,142.4689,,,,
8098,67.1027,170.440858,125.1139,,,,
8099,66.43884,168.7546536,113.1903,,,,
8100,66.12177,167.9492958,120.4629,,,,
8101,67.00531,170.1934874,133.6411,,,,
8102,64.16307,162.9741978,101.9669,,,,
8103,67.32597,171.0079638,135.9051,,,,
8104,66.94272,170.0345088,121.8755,,,,
8105,69.08751,175.4822754,142.7891,,,,
8106,70.44232,178.9234928,132.9498,,,,
8107,67.9102,172.491908,125.3998,,,,
8108,66.51569,168.9498526,119.5183,,,,
8109,67.3862,171.160948,128.4407,,,,
8110,68.10423,172.9847442,120.9619,,,,
8111,67.51842,171.4967868,110.0212,,,,
8112,68.2832,173.439328,108.7627,,,,
8113,67.79292,172.1940168,128.0636,,,,
8114,68.30939,173.5058506,121.2109,,,,
8115,66.19976,168.1473904,113.9021,,,,
8116,65.84849,167.2551646,142.3934,,,,
8117,68.82083,174.8049082,135.0981,,,,
8118,68.96333,175.1668582,135.9867,,,,
8119,69.04066,175.3632764,133.625,,,,
8120,64.90924,164.8694696,123.5221,,,,
8121,64.53827,163.9272058,121.1495,,,,
8122,71.75047,182.2461938,139.379,,,,
8123,66.93045,170.003343,132.2175,,,,
8124,65.54236,166.4775944,129.4864,,,,
8125,64.84131,164.6969274,91.8085,,,,
8126,66.98431,170.1401474,130.0474,,,,
8127,66.14261,168.0022294,118.8111,,,,
8128,70.81757,179.8766278,145.2176,,,,
8129,68.91444,175.0426776,152.0833,,,,
8130,66.66634,169.3325036,100.2743,,,,
8131,70.48203,179.0243562,137.6556,,,,
8132,69.91213,177.5768102,135.5083,,,,
8133,66.64902,169.2885108,118.6405,,,,
8134,69.01354,175.2943916,145.8844,,,,
8135,66.26097,168.3028638,115.3104,,,,
8136,68.89543,174.9943922,119.3074,,,,
8137,71.22325,180.907055,132.1547,,,,
8138,68.68597,174.4623638,124.6849,,,,
8139,69.89911,177.5437394,135.1557,,,,
8140,68.69947,174.4966538,116.0361,,,,
8141,69.8535,177.42789,136.027,,,,
8142,63.44123,161.1407242,112.1713,,,,
8143,64.11532,162.8529128,133.1515,,,,
8144,71.75025,182.245635,132.088,,,,
8145,66.19729,168.1411166,135.4905,,,,
8146,65.72997,166.9541238,126.827,,,,
8147,72.16986,183.3114444,137.5684,,,,
8148,66.48739,168.8779706,127.293,,,,
8149,69.31215,176.052861,124.2118,,,,
8150,68.02947,172.7948538,119.5556,,,,
8151,65.97774,167.5834596,91.25752,,,,
8152,71.29851,181.0982154,142.5115,,,,
8153,71.5143,181.646322,127.7847,,,,
8154,68.60076,174.2459304,128.8566,,,,
8155,68.18368,173.1865472,135.9276,,,,
8156,69.8811,177.497994,151.879,,,,
8157,67.93999,172.5675746,132.0277,,,,
8158,69.80319,177.3001026,123.1697,,,,
8159,65.19641,165.5988814,117.6912,,,,
8160,67.8403,172.314362,127.0545,,,,
8161,68.50897,174.0127838,137.9252,,,,
8162,65.14879,165.4779266,115.1881,,,,
8163,66.95341,170.0616614,120.6277,,,,
8164,68.25949,173.3791046,136.41,,,,
8165,68.03615,172.811821,149.0647,,,,
8166,64.54579,163.9463066,111.3072,,,,
8167,71.52318,181.6688772,127.8014,,,,
8168,69.57994,176.7330476,137.7495,,,,
8169,66.84427,169.7844458,129.9887,,,,
8170,68.5828,174.200312,123.3208,,,,
8171,69.51119,176.5584226,146.7832,,,,
8172,67.49702,171.4424308,135.4823,,,,
8173,67.20475,170.700065,129.0149,,,,
8174,67.66461,171.8681094,136.768,,,,
8175,70.03691,177.8937514,122.5324,,,,
8176,68.89205,174.985807,118.0131,,,,
8177,68.85894,174.9017076,135.317,,,,
8178,68.40447,173.7473538,143.2456,,,,
8179,69.51754,176.5745516,137.8977,,,,
8180,69.63896,176.8829584,135.0191,,,,
8181,68.27563,173.4201002,135.026,,,,
8182,65.59198,166.6036292,122.9795,,,,
8183,64.35791,163.4690914,120.4781,,,,
8184,67.63682,171.7975228,135.534,,,,
8185,69.47515,176.466881,137.0927,,,,
8186,68.93408,175.0925632,133.3871,,,,
8187,65.98502,167.6019508,133.4505,,,,
8188,67.65672,171.8480688,124.4906,,,,
8189,68.79529,174.7400366,144.5481,,,,
8190,66.82439,169.7339506,133.8378,,,,
8191,68.7321,174.579534,109.9033,,,,
8192,66.33945,168.502203,122.7443,,,,
8193,67.47277,171.3808358,99.0744,,,,
8194,67.72698,172.0265292,134.7996,,,,
8195,65.20132,165.6113528,116.8893,,,,
8196,71.49103,181.5872162,135.6049,,,,
8197,65.24026,165.7102604,113.6473,,,,
8198,69.99307,177.7823978,139.7899,,,,
8199,65.18268,165.5640072,121.4679,,,,
8200,70.06241,177.9585214,134.3005,,,,
8201,68.61652,174.2859608,125.2,,,,
8202,68.15831,173.1221074,124.9999,,,,
8203,63.48187,161.2439498,117.5449,,,,
8204,71.29462,181.0883348,142.6142,,,,
8205,70.11496,178.0919984,143.9751,,,,
8206,68.83929,174.8517966,141.5128,,,,
8207,70.15775,178.200685,113.8639,,,,
8208,69.59681,176.7758974,133.7791,,,,
8209,65.83263,167.2148802,122.5777,,,,
8210,71.32785,181.172739,135.4846,,,,
8211,68.20864,173.2499456,143.309,,,,
8212,71.87288,182.5571152,134.3715,,,,
8213,69.35277,176.1560358,128.963,,,,
8214,67.94055,172.568997,142.3413,,,,
8215,69.71919,177.0867426,138.7374,,,,
8216,64.67334,164.2702836,113.3238,,,,
8217,65.33432,165.9491728,118.6681,,,,
8218,67.46316,171.3564264,144.152,,,,
8219,71.08038,180.5441652,155.0439,,,,
8220,66.66043,169.3174922,135.3184,,,,
8221,67.7645,172.12183,109.9437,,,,
8222,67.23122,170.7672988,124.4395,,,,
8223,67.43133,171.2755782,134.417,,,,
8224,69.74968,177.1641872,130.7336,,,,
8225,68.14016,173.0760064,128.6113,,,,
8226,68.9402,175.108108,133.3423,,,,
8227,69.35342,176.1576868,136.4262,,,,
8228,69.8643,177.455322,140.5089,,,,
8229,69.31822,176.0682788,136.0998,,,,
8230,65.9301,167.462454,105.284,,,,
8231,68.42378,173.7964012,127.227,,,,
8232,65.94139,167.4911306,120.6136,,,,
8233,68.18063,173.1788002,115.003,,,,
8234,70.25983,178.4599682,129.9544,,,,
8235,66.05596,167.7821384,104.3081,,,,
8236,67.73703,172.0520562,131.4725,,,,
8237,65.29545,165.850443,126.3612,,,,
8238,68.16479,173.1385666,121.2363,,,,
8239,68.95501,175.1457254,140.2805,,,,
8240,68.19061,173.2041494,129.2682,,,,
8241,69.5707,176.709578,126.2858,,,,
8242,70.02356,177.8598424,137.4431,,,,
8243,69.14845,175.637063,117.2798,,,,
8244,70.24309,178.4174486,121.0725,,,,
8245,70.66018,179.4768572,142.7478,,,,
8246,67.45148,171.3267592,125.9385,,,,
8247,65.03584,165.1910336,114.225,,,,
8248,70.45839,178.9643106,133.1533,,,,
8249,67.11299,170.4669946,120.7303,,,,
8250,68.24423,173.3403442,137.3349,,,,
8251,66.7588,169.567352,105.3169,,,,
8252,68.7307,174.575978,116.3236,,,,
8253,63.45132,161.1663528,118.147,,,,
8254,69.32305,176.080547,133.6457,,,,
8255,69.07258,175.4443532,123.9537,,,,
8256,70.51044,179.0965176,143.4905,,,,
8257,67.29369,170.9259726,117.9183,,,,
8258,69.33952,176.1223808,142.08,,,,
8259,67.33993,171.0434222,136.4499,,,,
8260,66.34535,168.517189,120.6503,,,,
8261,64.39297,163.5581438,125.5261,,,,
8262,66.67639,169.3580306,113.1137,,,,
8263,72.36601,183.8096654,134.7475,,,,
8264,68.24893,173.3522822,111.0142,,,,
8265,65.53245,166.452423,122.3297,,,,
8266,67.60693,171.7216022,130.4762,,,,
8267,68.68598,174.4623892,124.5562,,,,
8268,68.61117,174.2723718,129.6617,,,,
8269,70.92173,180.1411942,141.8458,,,,
8270,69.31458,176.0590332,123.953,,,,
8271,68.56604,174.1577416,130.441,,,,
8272,68.63936,174.3439744,127.0952,,,,
8273,66.36369,168.5637726,136.0598,,,,
8274,68.99555,175.248697,114.0398,,,,
8275,67.46519,171.3615826,122.2341,,,,
8276,67.80467,172.2238618,123.7772,,,,
8277,71.52782,181.6806628,116.7279,,,,
8278,72.49367,184.1339218,154.5031,,,,
8279,66.60755,169.183177,123.1233,,,,
8280,71.07038,180.5187652,138.9521,,,,
8281,66.33447,168.4895538,150.3119,,,,
8282,71.17232,180.7776928,129.6463,,,,
8283,69.03651,175.3527354,138.4825,,,,
8284,69.34919,176.1469426,137.7115,,,,
8285,68.05366,172.8562964,126.4259,,,,
8286,71.4948,181.596792,132.8622,,,,
8287,69.06112,175.4152448,115.3726,,,,
8288,68.23732,173.3227928,110.6226,,,,
8289,67.93276,172.5492104,120.392,,,,
8290,68.55485,174.129319,130.1554,,,,
8291,67.5741,171.638214,125.7973,,,,
8292,66.36239,168.5604706,117.4231,,,,
8293,70.76127,179.7336258,133.7229,,,,
8294,67.10716,170.4521864,131.2588,,,,
8295,64.5143,163.866322,127.8143,,,,
8296,67.47838,171.3950852,120.9216,,,,
8297,67.23335,170.772709,141.0636,,,,
8298,67.99254,172.7010516,144.1656,,,,
8299,67.458,171.34332,121.6819,,,,
8300,66.80866,169.6939964,121.3264,,,,
8301,66.09963,167.8930602,124.8608,,,,
8302,66.12053,167.9461462,124.1474,,,,
8303,64.70924,164.3614696,130.2642,,,,
8304,69.01541,175.2991414,119.7938,,,,
8305,67.46277,171.3554358,137.7862,,,,
8306,71.60898,181.8868092,137.8791,,,,
8307,69.08877,175.4854758,130.997,,,,
8308,67.81669,172.2543926,115.8327,,,,
8309,70.74181,179.6841974,128.5074,,,,
8310,64.4356,163.666424,119.3601,,,,
8311,70.81481,179.8696174,139.7362,,,,
8312,64.90712,164.8640848,129.5891,,,,
8313,68.30316,173.4900264,126.8148,,,,
8314,68.41201,173.7665054,132.9198,,,,
8315,66.35212,168.5343848,99.69835,,,,
8316,67.27049,170.8670446,124.5827,,,,
8317,66.63726,169.2586404,120.3137,,,,
8318,65.00921,165.1233934,84.26295,,,,
8319,67.69319,171.9407026,124.4028,,,,
8320,70.26676,178.4775704,128.8174,,,,
8321,66.19211,168.1279594,121.0948,,,,
8322,65.62693,166.6924022,126.6962,,,,
8323,71.58993,181.8384222,135.744,,,,
8324,68.54869,174.1136726,108.706,,,,
8325,68.52266,174.0475564,122.0975,,,,
8326,66.21562,168.1876748,109.3178,,,,
8327,65.71102,166.9059908,113.8038,,,,
8328,72.23909,183.4872886,159.4608,,,,
8329,66.533,168.99382,139.0226,,,,
8330,67.42805,171.267247,125.9181,,,,
8331,64.33729,163.4167166,123.4824,,,,
8332,68.29721,173.4749134,140.0057,,,,
8333,69.15487,175.6533698,128.4365,,,,
8334,69.50939,176.5538506,132.4955,,,,
8335,65.75398,167.0151092,112.9736,,,,
8336,67.22359,170.7479186,155.7617,,,,
8337,66.0023,167.645842,116.0386,,,,
8338,67.83406,172.2985124,115.5906,,,,
8339,71.42677,181.4239958,138.3516,,,,
8340,68.93168,175.0864672,112.8601,,,,
